Transaction_ID,Amount,Transaction_Type,Merchant,Location,Hour,Day_of_Week,Account_Type,Fraudulent
4007,367.46397907762685,Credit,Amazon,International,15,Wednesday,Business,0
4008,414.3710255943978,Debit,Amazon,Local,5,Tuesday,Business,0
4009,682.9002446650118,Credit,Target,International,17,Monday,Personal,1
4010,66.11362784417705,Debit,Amazon,International,15,Wednesday,Personal,0
4011,44.32597718380572,Credit,Amazon,International,18,Wednesday,Business,0
4012,397.9914573144699,Credit,Amazon,Local,15,Friday,Business,0
4013,700.1920552166007,Credit,Walmart,Local,4,Sunday,Personal,0
4014,201.50098952691775,Debit,Target,Local,11,Tuesday,Business,0
4015,645.0894364436892,Debit,Target,International,5,Sunday,Personal,0
4016,267.22985656089645,Debit,Walmart,International,1,Friday,Business,0
4017,887.2252477253812,Credit,Walmart,Local,15,Saturday,Business,0
4018,896.7330448239503,Credit,Target,International,20,Sunday,Business,0
4019,304.3143322385132,Credit,Amazon,International,22,Friday,Business,0
4020,237.6938164236081,Credit,Target,Local,10,Thursday,Business,0
4021,417.19093234556897,Credit,Walmart,International,11,Monday,Personal,0
4022,248.12626932834723,Credit,Amazon,International,10,Thursday,Business,0
4023,675.6600048587866,Debit,Target,Local,22,Friday,Business,0
4024,827.8040377028027,Debit,Amazon,International,19,Monday,Personal,0
4025,676.3612096021049,Credit,Amazon,Local,18,Wednesday,Business,0
4026,826.1069427768559,Debit,Walmart,Local,7,Sunday,Personal,0
4027,403.0222405853994,Debit,Target,Local,17,Tuesday,Personal,0
4028,164.75380100177225,Debit,Walmart,Local,4,Thursday,Personal,0
4029,740.5714379236163,Credit,Target,Local,11,Tuesday,Business,0
4030,366.86976009013836,Credit,Target,Local,9,Friday,Personal,0
4031,674.5581169768412,Credit,Amazon,Local,14,Monday,Business,0
4032,277.9375026,Credit,Amazon,International,4,Saturday,Business,0
4033,90.41733845860594,Debit,Amazon,Local,16,Sunday,Business,0
4034,992.6559775328857,Credit,Walmart,International,22,Sunday,Personal,0
4035,164.63949285129328,Credit,Amazon,International,3,Wednesday,Personal,0
4036,988.5367840238463,Credit,Walmart,Local,11,Monday,Business,0
4037,977.5071332407829,Debit,Amazon,International,17,Saturday,Business,0
4038,795.8799228689593,Debit,Walmart,Local,7,Tuesday,Personal,0
4039,662.8287324611777,Debit,Target,Local,19,Tuesday,Business,0
4040,582.0289797485739,Debit,Walmart,Local,16,Wednesday,Personal,0
4041,867.4405299240564,Debit,Walmart,Local,7,Saturday,Business,0
4042,296.54512640329307,Credit,Walmart,Local,12,Saturday,Personal,0
4043,473.0044003600283,Debit,Target,Local,22,Wednesday,Personal,0
4044,623.1960696728369,Debit,Walmart,International,2,Monday,Personal,0
4045,417.0785711107962,Credit,Target,International,2,Thursday,Personal,0
4046,433.21158954936527,Credit,Amazon,International,6,Monday,Business,0
4047,336.9818208270636,Credit,Amazon,International,17,Sunday,Personal,0
4048,568.5894985176907,Debit,Target,International,20,Tuesday,Business,0
4049,852.0687827349649,Credit,Walmart,Local,6,Monday,Personal,0
4050,209.5130942262497,Debit,Amazon,International,21,Friday,Personal,0
4051,935.0887084,Credit,Walmart,Local,22,Monday,Business,0
4052,692.1967772107473,Debit,Walmart,Local,1,Sunday,Personal,1
4053,825.0404805532298,Debit,Target,Local,6,Monday,Business,0
4054,560.6287857037115,Debit,Amazon,Local,1,Saturday,Business,0
4055,781.7215344098229,Debit,Target,Local,6,Sunday,Personal,0
4056,26.038393366072537,Credit,Target,Local,13,Sunday,Business,0
4057,820.1966205317399,Credit,Target,Local,14,Friday,Business,0
4058,49.737470494512856,Debit,Target,International,15,Tuesday,Personal,0
4059,891.0142425992339,Credit,Walmart,Local,23,Wednesday,Business,0
4060,992.0431197662568,Debit,Amazon,Local,7,Monday,Business,0
4061,301.1267876,Credit,Amazon,International,15,Thursday,Personal,0
4062,218.21537072293572,Credit,Amazon,International,20,Saturday,Business,0
4063,767.7097302194603,Debit,Walmart,Local,6,Saturday,Personal,0
4064,260.49607751105066,Debit,Walmart,International,10,Wednesday,Business,0
4065,866.9067593404815,Credit,Target,Local,23,Thursday,Personal,0
4066,111.81416623590194,Debit,Target,Local,3,Monday,Business,0
4067,134.6956444155647,Credit,Target,Local,17,Thursday,Business,0
4068,979.3600395496094,Credit,Target,Local,22,Saturday,Personal,0
4069,677.1005092873046,Credit,Amazon,International,12,Wednesday,Business,0
4070,848.4183521846633,Debit,Target,International,16,Thursday,Personal,0
4071,331.08608357800284,Debit,Walmart,International,11,Thursday,Business,0
4072,679.7189120253984,Credit,Walmart,Local,17,Wednesday,Personal,0
4073,598.2994090355112,Debit,Walmart,Local,9,Sunday,Personal,0
4074,607.1186189217175,Debit,Target,International,6,Wednesday,Business,0
4075,685.7071349423444,Credit,Amazon,International,11,Wednesday,Personal,1
4076,579.6055813978076,Debit,Amazon,Local,11,Saturday,Personal,0
4077,434.7717456096393,Debit,Target,International,12,Wednesday,Business,0
4078,283.16346743674137,Credit,Target,International,0,Friday,Business,0
4079,770.8955176,Debit,Walmart,Local,6,Monday,Personal,0
4080,234.00970570315434,Credit,Walmart,International,15,Saturday,Personal,0
4081,695.4307631,Debit,Amazon,Local,15,Sunday,Personal,0
4082,240.99949442283338,Debit,Walmart,International,20,Wednesday,Business,0
4083,629.0768682549094,Credit,Walmart,International,15,Tuesday,Personal,0
4084,749.6074844577387,Credit,Target,Local,15,Thursday,Personal,1
4085,226.5267500174738,Debit,Amazon,Local,13,Wednesday,Personal,0
4086,69.34386785,Credit,Target,Local,10,Wednesday,Business,0
4087,139.66400556423233,Credit,Amazon,Local,18,Monday,Personal,0
4088,609.9369975983152,Debit,Target,Local,10,Wednesday,Personal,0
4089,850.9519421634782,Credit,Amazon,Local,1,Saturday,Business,0
4090,54.54685302307012,Debit,Walmart,International,6,Friday,Personal,0
4091,736.8097464512298,Debit,Amazon,International,8,Tuesday,Business,0
4092,347.9054594905516,Credit,Amazon,Local,8,Tuesday,Personal,0
4093,483.7430862203273,Debit,Target,Local,13,Sunday,Business,0
4094,929.5709543471099,Credit,Amazon,Local,9,Wednesday,Business,0
4095,338.6517897,Debit,Amazon,International,15,Monday,Personal,0
4096,470.6835646000912,Credit,Amazon,International,23,Saturday,Personal,0
4097,23.545590613074296,Credit,Target,International,17,Saturday,Business,0
4098,90.78273280478999,Debit,Amazon,International,0,Wednesday,Business,0
4099,266.0056752234362,Credit,Target,Local,23,Thursday,Personal,0
4100,37.573718412863656,Credit,Walmart,International,1,Saturday,Personal,0
4101,635.0615727877685,Credit,Target,International,19,Saturday,Business,0
4102,432.1343732336063,Debit,Amazon,International,3,Saturday,Personal,0
4103,552.6637507007418,Debit,Walmart,Local,1,Tuesday,Personal,0
4104,182.90071403736624,Credit,Amazon,International,3,Saturday,Personal,0
4105,302.9727091,Credit,Target,Local,22,Thursday,Personal,0
4106,667.1862301041979,Debit,Walmart,International,5,Friday,Business,0
4107,965.6496963940958,Debit,Walmart,International,21,Tuesday,Personal,1
4108,59.91260586618711,Debit,Walmart,International,3,Tuesday,Personal,1
4109,891.4804776467134,Credit,Amazon,Local,17,Friday,Business,0
4110,581.1123892980963,Debit,Walmart,International,4,Thursday,Business,0
4111,568.2803710880675,Credit,Walmart,International,10,Wednesday,Personal,0
4112,505.2757498556827,Debit,Walmart,Local,12,Sunday,Personal,0
4113,78.70014504514155,Credit,Walmart,International,2,Monday,Business,0
4114,98.97808321879906,Debit,Target,International,18,Thursday,Personal,0
4115,604.9028856024952,Credit,Amazon,International,19,Friday,Business,0
4116,347.5489857212027,Debit,Amazon,International,10,Sunday,Personal,0
4117,918.0953859119039,Debit,Walmart,International,10,Saturday,Personal,0
4118,412.52463198587753,Credit,Target,Local,20,Saturday,Personal,0
4119,151.84864411561466,Debit,Walmart,International,1,Friday,Personal,0
4120,717.5716451670156,Debit,Amazon,International,21,Saturday,Personal,0
4121,300.41988722659977,Debit,Amazon,Local,14,Friday,Personal,0
4122,530.2156042823342,Debit,Amazon,Local,21,Sunday,Business,0
4123,700.8544576501183,Credit,Walmart,International,7,Tuesday,Personal,0
4124,901.2614700900497,Credit,Walmart,International,1,Wednesday,Personal,0
4125,794.2692828536593,Debit,Target,International,7,Tuesday,Personal,0
4126,679.5974571939969,Credit,Target,Local,23,Tuesday,Personal,0
4127,682.8368505711921,Credit,Amazon,International,19,Tuesday,Business,0
4128,946.4653975917656,Credit,Amazon,Local,22,Friday,Business,0
4129,302.86585652157066,Credit,Target,Local,14,Thursday,Personal,0
4130,11.100973254225533,Credit,Amazon,Local,15,Sunday,Personal,0
4131,279.2350138042167,Debit,Target,International,12,Monday,Business,0
4132,225.71246583047656,Credit,Walmart,International,22,Monday,Personal,0
4133,665.2162392628582,Debit,Amazon,International,16,Wednesday,Personal,0
4134,637.3744837678737,Credit,Amazon,Local,13,Wednesday,Business,0
4135,597.5267688776765,Debit,Target,International,13,Friday,Business,0
4136,26.081008777359163,Debit,Walmart,International,0,Monday,Personal,0
4137,731.4902739061409,Debit,Amazon,Local,23,Thursday,Personal,1
4138,330.2951083606366,Credit,Amazon,Local,0,Friday,Business,0
4139,668.4054291165647,Credit,Target,Local,2,Wednesday,Business,0
4140,561.0126442171318,Debit,Walmart,Local,21,Friday,Personal,0
4141,349.3036161736281,Debit,Target,Local,23,Wednesday,Personal,0
4142,143.23050443306667,Credit,Walmart,International,14,Monday,Business,0
4143,103.47470868387614,Credit,Walmart,Local,4,Sunday,Personal,0
4144,833.2031497811013,Debit,Target,International,4,Friday,Business,0
4145,919.2135666607425,Credit,Target,Local,3,Tuesday,Business,0
4146,653.2901662966566,Credit,Walmart,International,13,Saturday,Business,0
4147,112.39977371187854,Credit,Target,International,19,Sunday,Personal,0
4148,408.00694471935833,Credit,Amazon,Local,6,Wednesday,Business,0
4149,731.6498081041057,Credit,Amazon,Local,21,Tuesday,Business,0
4150,782.0226751699674,Credit,Amazon,International,23,Wednesday,Personal,0
4151,127.03643606817771,Debit,Amazon,Local,14,Sunday,Business,0
4152,10.030411656928592,Debit,Amazon,Local,10,Tuesday,Business,0
4153,715.0156754,Debit,Target,Local,13,Monday,Personal,0
4154,363.03021422634356,Debit,Walmart,Local,5,Sunday,Business,0
4155,261.9365183020776,Debit,Target,Local,9,Sunday,Personal,0
4156,22.768495091630186,Debit,Amazon,Local,6,Monday,Personal,0
4157,544.8964126938847,Credit,Amazon,Local,9,Thursday,Business,0
4158,852.6392281,Credit,Target,Local,13,Thursday,Business,0
4159,958.0553298,Debit,Target,International,4,Thursday,Business,0
4160,570.0875011071563,Debit,Walmart,International,21,Friday,Business,0
4161,519.3167144624952,Debit,Amazon,Local,0,Sunday,Business,1
4162,94.20582163,Credit,Target,Local,18,Wednesday,Personal,0
4163,553.3840735271738,Credit,Walmart,International,7,Friday,Personal,0
4164,386.1792881757407,Credit,Amazon,Local,18,Thursday,Business,0
4165,611.0639280747412,Credit,Amazon,Local,16,Wednesday,Business,0
4166,394.8390843977812,Debit,Amazon,Local,18,Friday,Personal,0
4167,247.89613221586308,Debit,Target,Local,15,Monday,Business,0
4168,104.01562247609273,Debit,Amazon,International,3,Wednesday,Business,0
4169,321.76926014300676,Debit,Amazon,Local,7,Sunday,Business,0
4170,105.67838594487476,Credit,Walmart,International,3,Thursday,Personal,0
4171,185.1279813157441,Credit,Target,Local,12,Monday,Personal,0
4172,987.4627969937504,Debit,Walmart,International,6,Wednesday,Personal,0
4173,449.66252133755245,Credit,Target,International,0,Friday,Personal,0
4174,536.5530488399664,Credit,Amazon,International,8,Saturday,Business,0
4175,874.8823434498432,Credit,Walmart,Local,3,Saturday,Business,1
4176,995.6132114857809,Credit,Target,Local,13,Thursday,Business,0
4177,586.8873048512347,Debit,Target,Local,8,Friday,Personal,0
4178,814.3490828337299,Credit,Amazon,International,2,Monday,Business,0
4179,333.6716140933085,Debit,Amazon,Local,14,Sunday,Personal,1
4180,312.6865178728182,Credit,Walmart,Local,4,Monday,Business,0
4181,408.6766837846146,Credit,Walmart,International,0,Monday,Personal,0
4182,675.7821900469127,Debit,Target,Local,10,Wednesday,Business,0
4183,685.3697723625478,Debit,Walmart,International,18,Thursday,Business,0
4184,322.0870403029563,Credit,Amazon,Local,4,Sunday,Business,0
4185,141.8778248952624,Credit,Walmart,International,21,Saturday,Business,0
4186,636.0722939008534,Debit,Walmart,International,23,Monday,Business,0
4187,137.0426035668769,Credit,Target,International,16,Friday,Business,0
4188,582.7075831470368,Credit,Amazon,International,18,Thursday,Business,0
4189,696.4879067757458,Debit,Target,International,16,Saturday,Business,0
4190,703.6053814305071,Credit,Amazon,International,4,Friday,Business,0
4191,755.9373895530008,Credit,Amazon,International,23,Sunday,Personal,0
4192,874.1308273500078,Credit,Target,Local,19,Friday,Personal,0
4193,504.95940204514056,Credit,Walmart,International,8,Sunday,Personal,0
4194,732.9466976342754,Credit,Target,Local,21,Monday,Personal,0
4195,622.9810080121783,Debit,Walmart,Local,5,Thursday,Personal,0
4196,194.77354039970575,Credit,Target,Local,20,Tuesday,Personal,0
4197,35.43274842071409,Debit,Target,International,12,Sunday,Business,0
4198,291.6959718201644,Debit,Walmart,Local,20,Wednesday,Business,0
4199,448.6033692742432,Credit,Walmart,International,10,Tuesday,Personal,0
4200,620.9348849843698,Debit,Walmart,Local,22,Wednesday,Personal,0
4201,851.4597371981733,Credit,Target,International,23,Thursday,Business,0
4202,204.2832595,Debit,Walmart,International,22,Saturday,Business,0
4203,134.29429199949232,Debit,Walmart,Local,0,Monday,Business,0
4204,963.8451479995842,Debit,Walmart,International,16,Thursday,Business,0
4205,116.96411378264304,Credit,Amazon,Local,5,Tuesday,Personal,0
4206,483.70615940611725,Debit,Walmart,International,2,Friday,Personal,0
4207,589.7080915053689,Debit,Walmart,International,15,Wednesday,Business,0
4208,545.9606766983638,Debit,Walmart,Local,12,Wednesday,Personal,0
4209,95.17183546261377,Credit,Amazon,International,11,Tuesday,Personal,0
4210,66.45664486358316,Credit,Amazon,Local,10,Monday,Business,0
4211,114.42859318642532,Debit,Walmart,Local,22,Thursday,Business,0
4212,589.7318070338864,Debit,Walmart,Local,1,Tuesday,Business,1
4213,548.9014387579779,Debit,Walmart,International,18,Sunday,Business,0
4214,241.4033841163768,Debit,Walmart,Local,7,Thursday,Personal,0
4215,641.3964004271356,Credit,Amazon,Local,12,Sunday,Business,0
4216,821.8668270350929,Credit,Walmart,Local,13,Monday,Business,0
4217,51.16317024812783,Credit,Amazon,Local,14,Friday,Personal,0
4218,503.1486441,Debit,Target,International,16,Sunday,Business,0
4219,692.4173079816634,Credit,Amazon,International,14,Thursday,Business,0
4220,259.7888077989902,Debit,Target,Local,20,Sunday,Personal,0
4221,314.6931962402176,Debit,Amazon,Local,9,Monday,Business,0
4222,617.501524,Debit,Amazon,Local,0,Tuesday,Business,0
4223,898.9559405092996,Credit,Amazon,Local,11,Saturday,Personal,0
4224,811.8251760998703,Debit,Walmart,Local,8,Friday,Business,0
4225,587.2989169085877,Credit,Amazon,Local,22,Friday,Business,0
4226,732.9195005796768,Debit,Walmart,International,4,Friday,Personal,0
4227,371.1742455057207,Credit,Amazon,Local,21,Wednesday,Personal,0
4228,644.5558728177701,Debit,Amazon,Local,14,Saturday,Business,0
4229,471.5197752162814,Credit,Target,Local,2,Monday,Business,1
4230,198.0367750929853,Debit,Amazon,Local,18,Thursday,Business,0
4231,704.7208911384846,Credit,Walmart,Local,6,Tuesday,Business,0
4232,560.8999909753338,Debit,Target,Local,6,Sunday,Personal,0
4233,365.0353661340555,Debit,Target,International,6,Sunday,Personal,0
4234,912.2257981778445,Debit,Amazon,International,1,Friday,Personal,0
4235,30.724776648465934,Credit,Amazon,Local,1,Friday,Business,0
4236,322.61541973700105,Debit,Target,International,11,Friday,Personal,0
4237,66.31258379987008,Debit,Walmart,Local,4,Monday,Business,0
4238,768.8620430594109,Debit,Amazon,International,3,Tuesday,Business,0
4239,705.0863795726547,Credit,Target,Local,6,Monday,Personal,0
4240,338.03869654895385,Debit,Walmart,Local,15,Tuesday,Personal,0
4241,678.9062731850023,Debit,Amazon,Local,2,Thursday,Personal,0
4242,401.97785393399033,Credit,Target,International,20,Sunday,Business,1
4243,758.6912535,Debit,Target,International,1,Wednesday,Personal,0
4244,459.64182610933904,Credit,Amazon,Local,16,Tuesday,Business,0
4245,418.1569305533489,Debit,Walmart,Local,8,Saturday,Personal,0
4246,935.3826163,Credit,Walmart,International,19,Monday,Business,0
4247,258.37030889179323,Credit,Target,Local,7,Monday,Personal,0
4248,129.24286659659975,Credit,Walmart,Local,11,Monday,Business,0
4249,588.6976821268636,Debit,Target,Local,6,Wednesday,Business,0
4250,969.6285941613371,Debit,Amazon,International,13,Tuesday,Personal,0
4251,384.0608215899148,Credit,Walmart,International,15,Tuesday,Business,0
4252,71.41639599,Debit,Amazon,Local,0,Tuesday,Personal,0
4253,345.9122146364718,Debit,Target,Local,9,Tuesday,Business,0
4254,510.8723377763629,Credit,Amazon,International,10,Friday,Personal,0
4255,170.30377656589158,Credit,Walmart,Local,6,Friday,Personal,0
4256,661.5211958759271,Credit,Amazon,Local,17,Saturday,Business,0
4257,997.7718951200986,Credit,Walmart,Local,18,Monday,Personal,0
4258,457.22208122162937,Debit,Walmart,Local,13,Sunday,Business,0
4259,361.1812711629105,Debit,Walmart,International,16,Friday,Business,0
4260,406.69712516612196,Debit,Walmart,Local,22,Sunday,Personal,0
4261,123.99471661124913,Debit,Walmart,Local,18,Sunday,Personal,0
4262,884.4408654119616,Debit,Target,Local,21,Tuesday,Business,0
4263,420.67739896613847,Debit,Amazon,International,12,Tuesday,Business,0
4264,393.4016673105929,Credit,Target,International,22,Friday,Business,0
4265,663.0933702011696,Debit,Amazon,International,2,Thursday,Business,0
4266,447.6130867218123,Debit,Amazon,Local,1,Saturday,Business,0
4267,651.7511341197676,Debit,Amazon,Local,8,Sunday,Personal,0
4268,70.83182722947963,Credit,Target,Local,6,Sunday,Personal,1
4269,815.5861102850051,Credit,Walmart,International,13,Monday,Business,0
4270,941.0989133506085,Debit,Walmart,International,4,Wednesday,Business,0
4271,652.2777322977921,Credit,Target,Local,19,Saturday,Business,0
4272,955.0202695702227,Credit,Walmart,Local,14,Monday,Personal,0
4273,159.91799122626367,Debit,Amazon,International,19,Monday,Personal,0
4274,482.6420275855502,Debit,Walmart,Local,0,Monday,Personal,0
4275,605.7886666059928,Debit,Walmart,Local,19,Saturday,Business,0
4276,585.9192809469748,Credit,Walmart,Local,6,Sunday,Personal,0
4277,407.4471612981528,Credit,Amazon,International,4,Saturday,Personal,0
4278,344.7035652725988,Debit,Walmart,Local,3,Friday,Personal,0
4279,135.55578232491462,Credit,Walmart,International,10,Sunday,Personal,0
4280,397.8250260566554,Credit,Walmart,Local,18,Monday,Business,0
4281,171.0342069544303,Credit,Target,International,5,Tuesday,Business,0
4282,737.0220197272962,Debit,Target,International,19,Monday,Personal,0
4283,216.74262613964407,Debit,Walmart,International,17,Tuesday,Personal,0
4284,67.97965223,Debit,Target,Local,4,Friday,Business,0
4285,556.8424764,Debit,Target,Local,19,Friday,Business,0
4286,599.2774353922076,Debit,Amazon,Local,14,Monday,Personal,0
4287,873.1939306677004,Credit,Target,International,20,Saturday,Personal,0
4288,581.2117963,Credit,Target,International,19,Tuesday,Personal,0
4289,352.02604518621126,Credit,Walmart,Local,5,Tuesday,Business,0
4290,804.9817627110573,Credit,Amazon,International,3,Tuesday,Personal,0
4291,544.8761042555468,Credit,Amazon,International,16,Tuesday,Business,0
4292,88.48748178487983,Credit,Amazon,Local,14,Wednesday,Personal,0
4293,570.1920547101142,Debit,Target,International,17,Friday,Personal,0
4294,908.9383599674458,Debit,Walmart,Local,5,Tuesday,Business,0
4295,402.34949924323837,Credit,Amazon,Local,23,Wednesday,Personal,0
4296,303.3625438808021,Debit,Amazon,International,19,Wednesday,Personal,0
4297,152.03476244783985,Credit,Target,Local,21,Friday,Personal,0
4298,159.93106671600376,Credit,Amazon,International,18,Thursday,Personal,0
4299,438.4437694984007,Debit,Walmart,Local,11,Monday,Personal,0
4300,599.7230259199142,Debit,Amazon,Local,8,Friday,Business,0
4301,89.80925111790573,Credit,Walmart,Local,7,Thursday,Personal,0
4302,940.1729031,Debit,Walmart,Local,14,Saturday,Business,0
4303,757.5822812707439,Credit,Walmart,Local,0,Monday,Business,0
4304,590.7576791008261,Credit,Target,Local,1,Monday,Business,0
4305,830.1542842296009,Credit,Target,Local,2,Monday,Business,0
4306,89.38488924399216,Credit,Walmart,International,18,Wednesday,Personal,0
4307,482.07048895579317,Credit,Walmart,Local,9,Tuesday,Business,0
4308,633.7921955930468,Debit,Amazon,Local,13,Monday,Business,0
4309,830.3663770571063,Credit,Amazon,International,18,Sunday,Business,0
4310,785.6348644,Debit,Amazon,International,10,Tuesday,Business,1
4311,284.29855721626564,Credit,Target,Local,20,Monday,Business,0
4312,941.4713678636123,Debit,Amazon,International,5,Wednesday,Business,0
4313,133.10238301656165,Credit,Walmart,Local,18,Saturday,Business,0
4314,876.3822824349406,Debit,Walmart,Local,13,Monday,Personal,0
4315,971.2308471085723,Credit,Target,International,7,Friday,Personal,0
4316,185.3819879903993,Credit,Target,International,1,Sunday,Personal,0
4317,724.8454035617474,Debit,Amazon,Local,21,Thursday,Business,1
4318,49.88266359021848,Debit,Target,International,17,Monday,Personal,0
4319,411.3685968877634,Debit,Walmart,Local,21,Sunday,Business,0
4320,521.1204662056973,Debit,Walmart,Local,3,Thursday,Personal,0
4321,584.8387736505377,Debit,Target,International,2,Thursday,Personal,0
4322,936.5778757660739,Debit,Walmart,Local,1,Sunday,Personal,0
4323,675.5281804212527,Credit,Target,International,23,Wednesday,Personal,0
4324,486.46517170704465,Credit,Walmart,International,3,Saturday,Business,0
4325,811.5782859032304,Credit,Amazon,International,17,Thursday,Personal,0
4326,951.0274927448648,Debit,Target,Local,10,Wednesday,Business,0
4327,31.845487195467935,Debit,Target,Local,8,Saturday,Personal,0
4328,982.6960595334783,Debit,Target,Local,7,Monday,Personal,0
4329,95.27081767304354,Credit,Walmart,International,20,Tuesday,Business,0
4330,816.2429114760737,Debit,Amazon,Local,7,Wednesday,Business,0
4331,287.5314050258984,Credit,Target,International,4,Thursday,Business,0
4332,140.85786117633302,Debit,Walmart,International,12,Thursday,Business,0
4333,445.4570833166965,Debit,Target,Local,6,Monday,Business,0
4334,647.5170136531374,Debit,Walmart,International,20,Sunday,Personal,0
4335,387.14232657324027,Credit,Amazon,Local,4,Wednesday,Business,0
4336,64.01975419987197,Debit,Walmart,International,12,Monday,Business,0
4337,603.4665282621295,Credit,Walmart,Local,19,Wednesday,Business,0
4338,903.3792433,Debit,Target,International,15,Tuesday,Business,0
4339,389.3832122877792,Debit,Walmart,International,13,Friday,Business,0
4340,224.16944985451877,Debit,Target,Local,4,Monday,Business,0
4341,448.15157247348725,Debit,Walmart,Local,22,Thursday,Personal,0
4342,57.879083938293064,Credit,Amazon,Local,18,Monday,Business,0
4343,822.2827086354721,Debit,Walmart,Local,3,Sunday,Business,0
4344,828.0774028406848,Credit,Target,Local,23,Wednesday,Personal,0
4345,592.1204587953322,Debit,Walmart,International,21,Monday,Personal,0
4346,359.5718600490056,Debit,Walmart,International,23,Tuesday,Personal,0
4347,801.7855308013255,Debit,Amazon,Local,10,Wednesday,Personal,0
4348,559.1401545404835,Credit,Target,Local,1,Sunday,Personal,0
4349,827.6729855,Debit,Amazon,International,12,Sunday,Personal,1
4350,635.1442046571905,Credit,Walmart,International,15,Saturday,Business,0
4351,786.5614184806693,Credit,Amazon,Local,8,Sunday,Personal,0
4352,602.5773632855824,Debit,Walmart,Local,15,Thursday,Business,0
4353,419.99965753350955,Credit,Walmart,Local,6,Thursday,Personal,0
4354,958.3664013268761,Debit,Amazon,International,15,Wednesday,Personal,0
4355,545.7026866300563,Credit,Amazon,International,12,Saturday,Personal,0
4356,609.0386234,Credit,Walmart,International,4,Tuesday,Business,0
4357,228.28276302060175,Credit,Amazon,International,14,Sunday,Personal,0
4358,629.3942815330037,Credit,Amazon,Local,6,Monday,Personal,0
4359,575.8915729881144,Debit,Walmart,Local,17,Friday,Personal,0
4360,192.9900139675547,Credit,Target,Local,19,Thursday,Personal,0
4361,68.99122637961227,Debit,Amazon,International,22,Tuesday,Personal,0
4362,608.3157265176234,Credit,Amazon,International,1,Sunday,Personal,0
4363,766.0553466568173,Debit,Target,Local,7,Tuesday,Business,0
4364,528.1673572127881,Debit,Amazon,Local,9,Tuesday,Personal,0
4365,234.50489906644924,Credit,Walmart,International,9,Monday,Personal,0
4366,669.8567569261046,Credit,Amazon,Local,10,Tuesday,Personal,0
4367,89.30466934350622,Debit,Walmart,Local,20,Tuesday,Personal,0
4368,447.4153677539351,Credit,Target,International,20,Wednesday,Personal,0
4369,171.7330908,Credit,Target,Local,7,Wednesday,Business,0
4370,192.61446054928453,Credit,Target,International,15,Tuesday,Personal,0
4371,210.2710096666216,Credit,Amazon,Local,15,Tuesday,Business,1
4372,392.83998647353815,Credit,Target,Local,16,Wednesday,Business,0
4373,60.63870356419365,Credit,Amazon,Local,5,Monday,Personal,0
4374,403.81550651980723,Credit,Amazon,International,17,Wednesday,Personal,0
4375,516.5903726435538,Credit,Amazon,International,16,Sunday,Personal,0
4376,488.46134211666197,Credit,Target,International,11,Wednesday,Business,0
4377,388.95625939901015,Debit,Target,International,14,Wednesday,Business,0
4378,840.755142,Credit,Amazon,Local,6,Wednesday,Personal,0
4379,153.87342549629906,Credit,Target,International,13,Friday,Personal,0
4380,510.63977634356024,Credit,Amazon,Local,3,Thursday,Business,0
4381,71.42100278698875,Credit,Target,Local,16,Sunday,Business,0
4382,80.44412208913064,Credit,Walmart,Local,10,Sunday,Business,0
4383,578.1271911803253,Debit,Target,Local,5,Monday,Personal,0
4384,570.3582406389428,Debit,Target,Local,9,Saturday,Personal,0
4385,879.2531777160124,Credit,Target,Local,14,Monday,Personal,0
4386,562.2949389034725,Debit,Amazon,Local,5,Sunday,Business,0
4387,960.1931102008017,Credit,Amazon,International,15,Tuesday,Personal,0
4388,58.20789991593047,Credit,Walmart,Local,11,Friday,Personal,0
4389,107.02760793293366,Debit,Walmart,International,18,Tuesday,Business,0
4390,53.625202954677576,Debit,Walmart,Local,15,Monday,Personal,0
4391,193.4240818302046,Debit,Amazon,International,13,Monday,Business,0
4392,545.8574098322613,Debit,Walmart,Local,5,Saturday,Personal,0
4393,649.1164596131538,Debit,Walmart,International,8,Saturday,Personal,0
4394,55.12930636918211,Credit,Target,Local,21,Tuesday,Personal,0
4395,946.5111809471433,Credit,Walmart,International,0,Thursday,Personal,0
4396,843.7437228838772,Credit,Target,International,21,Tuesday,Personal,0
4397,303.64635733552217,Debit,Amazon,International,7,Thursday,Personal,0
4398,86.41565492420328,Credit,Amazon,Local,6,Thursday,Personal,0
4399,178.1882024868667,Debit,Target,Local,13,Wednesday,Business,0
4400,135.67496961742296,Credit,Walmart,International,7,Monday,Business,0
4401,132.05094150595738,Debit,Amazon,International,10,Wednesday,Personal,0
4402,523.3760717790766,Debit,Target,Local,23,Monday,Business,0
4403,253.38896806846628,Credit,Amazon,Local,8,Wednesday,Business,0
4404,364.5583194,Credit,Amazon,Local,18,Thursday,Personal,0
4405,989.6102800504792,Credit,Walmart,Local,6,Wednesday,Business,0
4406,687.4711064360913,Credit,Amazon,Local,5,Friday,Personal,0
4407,949.4908603765314,Debit,Target,International,17,Wednesday,Personal,0
4408,151.13098948278443,Credit,Walmart,International,4,Saturday,Business,0
4409,388.3180800842436,Debit,Target,International,18,Saturday,Personal,0
4410,559.1844852495308,Credit,Target,International,10,Wednesday,Business,0
4411,85.99048126985063,Credit,Target,Local,4,Wednesday,Business,0
4412,14.145569191678288,Credit,Walmart,Local,23,Friday,Business,0
